Id,SalePrice
1700,248767.9
1701,258685.12
1702,256433.75
1703,257871.12
1704,279748.34
1705,224403.11
1706,434414.28
1707,220878.97
1708,212214.88
1709,273781.7
1710,226781.28
1711,269011.3
1712,258720.86
1713,278034.0
1714,220991.25
1715,203327.5
1716,184063.9
1717,172412.36
1718,132470.6
1719,194915.22
1720,247354.56
1721,164742.61
1722,119794.086
1723,152155.02
1724,219751.31
1725,239937.44
1726,191069.89
1727,159418.3
1728,171529.2
1729,168792.55
1730,159581.12
1731,118500.664
1732,134715.12
1733,116562.12
1734,124260.15
1735,135712.9
1736,116479.07
1737,306302.16
1738,236670.8
1739,259139.2
1740,235594.33
1741,193211.67
1742,171247.97
1743,174640.86
1744,315021.16
1745,213281.3
1746,193940.86
1747,215130.72
1748,227874.75
1749,149680.81
1750,130019.31
1751,237548.27
1752,121784.58
1753,147821.58
1754,196595.27
1755,162656.83
1756,128849.555
1757,119221.31
1758,149205.75
1759,157921.11
1760,162456.3
1761,142446.47
1762,172285.42
1763,165465.97
1764,110110.51
1765,161900.97
1766,175385.2
1767,214457.08
1768,151165.7
1769,178296.5
1770,150629.92
1771,125627.53
1772,139953.8
1773,137976.56
1774,127648.33
1775,136677.36
1776,126099.16
1777,118129.66
1778,143776.1
1779,117307.47
1780,168279.9
1781,130258.74
1782,90071.37
1783,142757.86
1784,100096.086
1785,123818.266
1786,129632.75
1787,168130.95
1788,51846.63
1789,102142.97
1790,76788.84
1791,179794.22
1792,160425.97
1793,127800.99
1794,145231.94
1795,136158.67
1796,119011.016
1797,116838.56
1798,125973.914
1799,112715.016
1800,128963.9
1801,130812.84
1802,126019.984
1803,153421.08
1804,146275.0
1805,135035.53
1806,117327.79
1807,131740.22
1808,116462.35
1809,119245.375
1810,147185.56
1811,96442.13
1812,99137.41
1813,127257.51
1814,99764.414
1815,53261.668
1816,99289.8
1817,114800.586
1818,147578.53
1819,119305.805
1820,51529.465
1821,107771.18
1822,153173.27
1823,43062.605
1824,133232.38
1825,133672.9
1826,110778.4
1827,101577.45
1828,139979.36
1829,118928.21
1830,139417.23
1831,149052.28
1832,86967.39
1833,136490.06
1834,120770.47
1835,125881.62
1836,127021.27
1837,90702.63
1838,119552.6
1839,88794.1
1840,162588.0
1841,143340.47
1842,84204.516
1843,140376.6
1844,137513.02
1845,149054.22
1846,148155.97
1847,168340.42
1848,58265.555
1849,105193.54
1850,111492.72
1851,150061.11
1852,116434.07
1853,134450.11
1854,168155.44
1855,151275.97
1856,210505.86
1857,150560.23
1858,137157.48
1859,118945.46
1860,147542.94
1861,118495.266
1862,287915.62
1863,280158.4
1864,280534.4
1865,339566.28
1866,342730.4
1867,242605.72
1868,297431.66
1869,207761.39
1870,237276.19
1871,247565.8
1872,171930.33
1873,234171.16
1874,149830.16
1875,196677.94
1876,198114.1
1877,208233.2
1878,201465.7
1879,129133.38
1880,135786.42
1881,253885.36
1882,248005.1
1883,190011.9
1884,209784.89
1885,235768.7
1886,284503.16
1887,200204.06
1888,271233.3
1889,165500.31
1890,123049.51
1891,130385.25
1892,103296.484
1893,129235.72
1894,129480.81
1895,130819.79
1896,122317.56
1897,117196.79
1898,99582.1
1899,155209.22
1900,147090.14
1901,174061.78
1902,148857.6
1903,222159.38
1904,141095.8
1905,202198.1
1906,168683.33
1907,211016.14
1908,108191.016
1909,128518.2
1910,114597.71
1911,225564.77
1912,323163.9
1913,134946.98
1914,51523.066
1915,348010.25
1916,59321.027
1917,252431.95
1918,141685.8
1919,169821.55
1920,139363.36
1921,448043.66
1922,323923.75
1923,212405.56
1924,221013.92
1925,199842.92
1926,408981.44
1927,136235.47
1928,151849.62
1929,120507.336
1930,135769.17
1931,146721.73
1932,140642.5
1933,183962.55
1934,183744.5
1935,170785.05
1936,187741.48
1937,181674.94
1938,175787.94
1939,239015.75
1940,185536.78
1941,177011.06
1942,183541.84
1943,202198.47
1944,337233.1
1945,398601.56
1946,144992.4
1947,351075.47
1948,172169.83
1949,244838.23
1950,183467.77
1951,250789.58
1952,218464.53
1953,162568.02
1954,178861.72
1955,136799.47
1956,295078.12
1957,155242.36
1958,327278.62
1959,142067.8
1960,116274.66
1961,118160.65
1962,97848.72
1963,104834.97
1964,113585.09
1965,142157.84
1966,138719.34
1967,298336.88
1968,412269.1
1969,412057.38
1970,428931.28
1971,445283.4
1972,376331.4
1973,259444.27
1974,321819.62
1975,515155.47
1976,270517.4
1977,359141.56
1978,370254.0
1979,322452.75
1980,197356.8
1981,364044.47
1982,221825.69
1983,207623.6
1984,166183.6
1985,222140.08
1986,218424.77
1987,176374.94
1988,180789.42
1989,192824.77
1990,210230.9
1991,232684.52
1992,220840.36
1993,171046.92
1994,240245.22
1995,187373.58
1996,244456.78
1997,285871.3
1998,341771.75
1999,258296.52
2000,318701.66
2001,263517.8
2002,244998.81
2003,259416.23
2004,280018.97
2005,209754.84
2006,221982.67
2007,241317.27
2008,218876.0
2009,188856.3
2010,191368.34
2011,130785.55
2012,178693.89
2013,182237.31
2014,184443.73
2015,196595.31
2016,195832.77
2017,192180.5
2018,121935.93
2019,134955.06
2020,108589.64
2021,106745.555
2022,182645.31
2023,143285.23
2024,259513.5
2025,336281.25
2026,178195.95
2027,154335.81
2028,151894.34
2029,165534.34
2030,254571.75
2031,224106.67
2032,241181.34
2033,251610.34
2034,171102.97
2035,217977.42
2036,196427.44
2037,204487.92
2038,305356.56
2039,215833.97
2040,273439.66
2041,303497.53
2042,205851.8
2043,171109.36
2044,166419.06
2045,207244.31
2046,145986.81
2047,149642.38
2048,147094.02
2049,139567.02
2050,173683.53
2051,106664.016
2052,126031.97
2053,144107.78
2054,80732.12
2055,156473.98
2056,145596.42
2057,115771.76
2058,229991.16
2059,133313.03
2060,175610.6
2061,175655.52
2062,133167.97
2063,114487.23
2064,147403.11
2065,117516.7
2066,164574.1
2067,116292.555
2068,132766.86
2069,86439.305
2070,112897.08
2071,89798.04
2072,136365.55
2073,140253.5
2074,185460.08
2075,136020.47
2076,121066.64
2077,162411.17
2078,131387.14
2079,136163.92
2080,116304.5
2081,130607.13
2082,119040.89
2083,148699.19
2084,115818.98
2085,121242.68
2086,123428.86
2087,119176.91
2088,103905.64
2089,75672.45
2090,126083.98
2091,123858.055
2092,133478.22
2093,114625.375
2094,109758.16
2095,146124.7
2096,78577.53
2097,93677.164
2098,153116.61
2099,54495.098
2100,95857.97
2101,117695.86
2102,122805.79
2103,105415.56
2104,140013.56
2105,129073.734
2106,64144.586
2107,201230.84
2108,114850.46
2109,111613.62
2110,139742.42
2111,144632.86
2112,146401.22
2113,128009.914
2114,110415.484
2115,163234.9
2116,120608.36
2117,157035.62
2118,129028.55
2119,103269.99
2120,107221.64
2121,88381.125
2122,117493.414
2123,88867.766
2124,162029.69
2125,120773.97
2126,147293.81
2127,156950.97
2128,109658.555
2129,87480.555
2130,139842.19
2131,132440.2
2132,107903.56
2133,126378.625
2134,121348.875
2135,93003.63
2136,71525.72
2137,111232.234
2138,135055.94
2139,150303.61
2140,139277.08
2141,143419.78
2142,127890.92
2143,148028.27
2144,115067.92
2145,136820.66
2146,157622.1
2147,143169.39
2148,130273.914
2149,144855.03
2150,219324.4
2151,107098.12
2152,180829.73
2153,163271.17
2154,107810.84
2155,133711.83
2156,268448.5
2157,219777.2
2158,230233.98
2159,207461.22
2160,174748.28
2161,240948.12
2162,405937.72
2163,369626.2
2164,240672.9
2165,202256.75
2166,152390.47
2167,212541.7
2168,202987.3
2169,196329.28
2170,225733.23
2171,143070.97
2172,133906.7
2173,160176.48
2174,229254.53
2175,295829.97
2176,333876.22
2177,233654.62
2178,212222.8
2179,140594.48
2180,222622.08
2181,188135.64
2182,220194.12
2183,193423.48
2184,124971.51
2185,109326.445
2186,149629.94
2187,152351.08
2188,154883.05
2189,275936.53
2190,82770.59
2191,82772.56
2192,96809.09
2193,99586.375
2194,98260.32
2195,112123.89
2196,97350.805
2197,122379.59
2198,161451.7
2199,181685.11
2200,148000.4
2201,138737.9
2202,217968.28
2203,146513.72
2204,188258.5
2205,117983.664
2206,154682.5
2207,212179.52
2208,263312.22
2209,234764.92
2210,118076.2
2211,112650.65
2212,115613.234
2213,109296.45
2214,137110.98
2215,101235.4
2216,150814.08
2217,72469.48
2218,66620.01
2219,63861.727
2220,58750.332
2221,353037.75
2222,285713.94
2223,289201.8
2224,209834.7
2225,114699.05
2226,197975.83
2227,201398.34
2228,263807.3
2229,257723.89
2230,154790.03
2231,218469.81
2232,185427.56
2233,179483.94
2234,237519.12
2235,214349.1
2236,267122.9
2237,358321.3
2238,198773.08
2239,110167.83
2240,157396.03
2241,154356.14
2242,128019.41
2243,127809.234
2244,105762.15
2245,96695.48
2246,140495.77
2247,103969.38
2248,127424.9
2249,126273.09
2250,140453.77
2251,111087.164
2252,170304.64
2253,152885.08
2254,173142.7
2255,194329.42
2256,183016.12
2257,206383.83
2258,163366.69
2259,175937.08
2260,152258.23
2261,186470.98
2262,207118.8
2263,362174.8
2264,477434.34
2265,163589.58
2266,306693.84
2267,407899.56
2268,453607.06
2269,146590.48
2270,192453.45
2271,208973.8
2272,191445.97
2273,168156.97
2274,176183.44
2275,161953.83
2276,195515.72
2277,184282.39
2278,145951.11
2279,130623.14
2280,122219.414
2281,175939.2
2282,189257.23
2283,103074.414
2284,112998.28
2285,141660.17
2286,121336.875
2287,349999.38
2288,274733.88
2289,428496.84
2290,486826.1
2291,318305.25
2292,430662.4
2293,478069.8
2294,398153.9
2295,482159.03
2296,299875.2
2297,332146.97
2298,318605.75
2299,404640.28
2300,351110.94
2301,294995.5
2302,243621.89
2303,225235.05
2304,233614.53
2305,185344.52
2306,186412.25
2307,196962.66
2308,222163.16
2309,284734.03
2310,210327.16
2311,198184.0
2312,180905.69
2313,176847.11
2314,169857.92
2315,178652.58
2316,187928.75
2317,181612.23
2318,183855.48
2319,178464.11
2320,192791.64
2321,242342.81
2322,171795.33
2323,186102.6
2324,173183.84
2325,210071.33
2326,173625.53
2327,206380.78
2328,233370.48
2329,187223.64
2330,179954.81
2331,355425.34
2332,368695.34
2333,326198.4
2334,247876.12
2335,248602.6
2336,336894.0
2337,210454.4
2338,281162.03
2339,203701.25
2340,419171.75
2341,218187.67
2342,226560.97
2343,223697.95
2344,209792.48
2345,234947.56
2346,208331.52
2347,201819.72
2348,231819.86
2349,183244.9
2350,310640.06
2351,264286.34
2352,253706.66
2353,243695.53
2354,134069.78
2355,149081.2
2356,158008.11
2357,194010.56
2358,195764.58
2359,121202.06
2360,116719.984
2361,146889.17
2362,269209.16
2363,140232.9
2364,149811.2
2365,213318.45
2366,186679.89
2367,214697.1
2368,217744.84
2369,215435.66
2370,166076.22
2371,170524.84
2372,191756.4
2373,278001.03
2374,324488.0
2375,245920.44
2376,269606.84
2377,331938.47
2378,140093.84
2379,205651.47
2380,147579.45
2381,164044.28
2382,199990.94
2383,197071.83
2384,243340.72
2385,159024.4
2386,132551.95
2387,138591.12
2388,92750.21
2389,119049.49
2390,147183.97
2391,147279.75
2392,115206.234
2393,167876.95
2394,147484.73
2395,216228.81
2396,146119.12
2397,215957.56
2398,132597.98
2399,56322.906
2400,61211.195
2401,112778.47
2402,140111.55
2403,142042.47
2404,147946.17
2405,164170.69
2406,142084.73
2407,123983.2
2408,142527.86
2409,119487.03
2410,173454.08
2411,119934.664
2412,155892.44
2413,133171.11
2414,146595.42
2415,133764.7
2416,124235.02
2417,135342.81
2418,132209.31
2419,133343.48
2420,126412.055
2421,157221.22
2422,111483.195
2423,120788.14
2424,153232.39
2425,197068.66
2426,132772.67
2427,141477.55
2428,181624.19
2429,114778.09
2430,132080.88
2431,109576.79
2432,143926.42
2433,147347.08
2434,140334.86
2435,155569.06
2436,105320.15
2437,108578.05
2438,127951.91
2439,104171.78
2440,122408.086
2441,96176.305
2442,96988.01
2443,123257.72
2444,130680.06
2445,79788.97
2446,136621.64
2447,178040.33
2448,134735.61
2449,104311.89
2450,149654.55
2451,123442.766
2452,202368.77
2453,92644.13
2454,129545.44
2455,121885.4
2456,133968.06
2457,133474.48
2458,119011.59
2459,116434.875
2460,131748.05
2461,123003.87
2462,139694.98
2463,121627.78
2464,170357.77
2465,139589.89
2466,111857.836
2467,129883.1
2468,75114.91
2469,76442.81
2470,192828.77
2471,217478.28
2472,161366.67
2473,112752.945
2474,77297.85
2475,214318.86
2476,118475.305
2477,129737.69
2478,152281.12
2479,109794.57
2480,163024.97
2481,124205.69
2482,128067.01
2483,113272.59
2484,128383.68
2485,128663.016
2486,155461.83
2487,189898.62
2488,153495.23
2489,144145.02
2490,149213.7
2491,89794.6
2492,193883.97
2493,147563.94
2494,150518.19
2495,87047.21
2496,243227.12
2497,149781.81
2498,106907.32
2499,87560.28
2500,137255.84
2501,135485.66
2502,148622.02
2503,96711.33
2504,188065.67
2505,227746.31
2506,253630.67
2507,290362.6
2508,252621.72
2509,220470.1
2510,218535.78
2511,181497.23
2512,201720.92
2513,219962.6
2514,235171.77
2515,154638.22
2516,168418.58
2517,143005.3
2518,155412.38
2519,222695.17
2520,214161.16
2521,185339.0
2522,224022.19
2523,128709.21
2524,138824.2
2525,152318.72
2526,135438.8
2527,111319.15
2528,135691.14
2529,131679.86
2530,122946.875
2531,255831.27
2532,234749.23
2533,194693.97
2534,226022.95
2535,311160.6
2536,241234.58
2537,224521.98
2538,183592.38
2539,187794.66
2540,177927.95
2541,184715.11
2542,174789.55
2543,127844.89
2544,128735.36
2545,138086.25
2546,126615.48
2547,136254.64
2548,152405.1
2549,156137.9
2550,595396.06
2551,137462.53
2552,130247.914
2553,81134.805
2554,100619.21
2555,110514.55
2556,103195.67
2557,108866.266
2558,167176.16
2559,139497.88
2560,146997.4
2561,138735.12
2562,137247.14
2563,148497.73
2564,206785.58
2565,135379.38
2566,177252.42
2567,141743.8
2568,201364.94
2569,210239.48
2570,113889.56
2571,184211.39
2572,148005.77
2573,222031.2
2574,317964.25
2575,132975.31
2576,121605.625
2577,151759.05
2578,79702.4
2579,58418.453
2580,104702.68
2581,111724.72
2582,103579.49
2583,289284.34
2584,163113.52
2585,191260.17
2586,211832.45
2587,191200.5
2588,146362.7
2589,152296.58
2590,215576.4
2591,205189.48
2592,205106.25
2593,259260.66
2594,175201.2
2595,199194.06
2596,324001.8
2597,192055.06
2598,283947.03
2599,319098.62
2600,155545.05
2601,155071.36
2602,80849.02
2603,98970.75
2604,90150.81
2605,79438.195
2606,147739.31
2607,203614.73
2608,204864.22
2609,166049.02
2610,107530.81
2611,126804.984
2612,153944.25
2613,132489.69
2614,134208.17
2615,157684.58
2616,139391.78
2617,186719.67
2618,188279.47
2619,181380.3
2620,187966.23
2621,175128.83
2622,183090.56
2623,246381.77
2624,319839.22
2625,296363.34
2626,172680.94
2627,168899.8
2628,477404.38
2629,499906.5
2630,355394.78
2631,507140.16
2632,424659.38
2633,314750.3
2634,424228.03
2635,155665.31
2636,180828.7
2637,173063.12
2638,265941.66
2639,188127.53
2640,160886.66
2641,109644.53
2642,195164.95
2643,99350.77
2644,123671.35
2645,103669.96
2646,96178.79
2647,102487.984
2648,139484.94
2649,144452.8
2650,139392.05
2651,141474.02
2652,417386.44
2653,252436.06
2654,252516.17
2655,409955.8
2656,300497.94
2657,347970.53
2658,289793.34
2659,283978.84
2660,356573.62
2661,357843.94
2662,355133.8
2663,278847.44
2664,264677.38
2665,328943.44
2666,285616.94
2667,158552.56
2668,179234.42
2669,179570.78
2670,280714.44
2671,185532.12
2672,190213.11
2673,209257.2
2674,204840.44
2675,168398.1
2676,189866.56
2677,198394.27
2678,248275.5
2679,275221.53
2680,277655.4
2681,393912.16
2682,329858.12
2683,450945.16
2684,305455.4
2685,324728.9
2686,255427.98
2687,330111.47
2688,209597.61
2689,199440.05
2690,488716.28
2691,187190.92
2692,132696.31
2693,188737.33
2694,122243.41
2695,191838.0
2696,186048.95
2697,193529.45
2698,194712.0
2699,171693.75
2700,160374.11
2701,149002.94
2702,107504.27
2703,118365.09
2704,136577.48
2705,123172.26
2706,115527.52
2707,120094.93
2708,134799.0
2709,112109.19
2710,131349.98
2711,271428.28
2712,382552.88
2713,168917.84
2714,152858.4
2715,170315.64
2716,148051.62
2717,196599.86
2718,226405.39
2719,161678.77
2720,169790.19
2721,135669.2
2722,165461.19
2723,136022.66
2724,127158.92
2725,136442.9
2726,158113.6
2727,177945.2
2728,174305.03
2729,146604.47
2730,148225.48
2731,128990.51
2732,128588.07
2733,160725.11
2734,150718.47
2735,138473.2
2736,148707.05
2737,125254.35
2738,137855.69
2739,161133.31
2740,137895.8
2741,146652.3
2742,155155.86
2743,146783.19
2744,157703.12
2745,137739.9
2746,136334.19
2747,143570.36
2748,123465.86
2749,131671.25
2750,135384.62
2751,139916.62
2752,182271.27
2753,147043.25
2754,224009.86
2755,131484.02
2756,94988.96
2757,68218.875
2758,79793.89
2759,164517.23
2760,123971.69
2761,141580.66
2762,142255.61
2763,188505.5
2764,152211.67
2765,283506.38
2766,144040.7
2767,87694.43
2768,143512.22
2769,131724.48
2770,141092.4
2771,108293.69
2772,115305.51
2773,167528.25
2774,138791.3
2775,117670.98
2776,134487.05
2777,145107.3
2778,102096.07
2779,119561.32
2780,97784.09
2781,101225.414
2782,97550.28
2783,108537.89
2784,124252.37
2785,134312.61
2786,67390.664
2787,123441.055
2788,73994.4
2789,175424.89
2790,98459.43
2791,114838.5
2792,50044.242
2793,163336.94
2794,103173.05
2795,123666.96
2796,100949.78
2797,196522.81
2798,108999.195
2799,118719.586
2800,63083.95
2801,108334.586
2802,132207.52
2803,160640.67
2804,132785.03
2805,98880.164
2806,83597.84
2807,158562.3
2808,150697.61
2809,137217.61
2810,134370.0
2811,166727.3
2812,157501.33
2813,151417.11
2814,150991.52
2815,103280.13
2816,238737.42
2817,160802.36
2818,131527.2
2819,153004.39
2820,142494.25
2821,101903.62
2822,197525.56
2823,277862.2
2824,189049.9
2825,153797.56
2826,126923.22
2827,138942.11
2828,221232.12
2829,228114.88
2830,224217.42
2831,177783.02
2832,262295.72
2833,297674.4
2834,205912.89
2835,210539.02
2836,196925.56
2837,149430.55
2838,153009.9
2839,181699.9
2840,194892.11
2841,204442.48
2842,233848.72
2843,153267.81
2844,157973.3
2845,117727.93
2846,210764.98
2847,201474.44
2848,210731.6
2849,197151.33
2850,282102.4
2851,218872.56
2852,225222.02
2853,243179.94
2854,141287.81
2855,197730.39
2856,199508.95
2857,187851.8
2858,193632.6
2859,128304.95
2860,129706.93
2861,125874.625
2862,190538.8
2863,126893.0
2864,232743.62
2865,135534.12
2866,136597.88
2867,94068.6
2868,101633.336
2869,112199.46
2870,122702.15
2871,79903.37
2872,50848.46
2873,98047.36
2874,139713.6
2875,122981.11
2876,161864.64
2877,139166.39
2878,168826.19
2879,144555.8
2880,104099.4
2881,157324.33
2882,177153.0
2883,201639.7
2884,192291.66
2885,188972.55
2886,235022.03
2887,89922.1
2888,133286.67
2889,50769.285
2890,74001.766
2891,142111.12
2892,39829.312
2893,78067.914
2894,49339.5
2895,342064.5
2896,297602.75
2897,194385.72
2898,148556.9
2899,210038.94
2900,159525.9
2901,193965.06
2902,190374.67
2903,344440.72
2904,347287.78
2905,96030.234
2906,206733.06
2907,107129.87
2908,131753.56
2909,151503.3
2910,78842.945
2911,77657.414
2912,146470.69
2913,85642.96
2914,76567.55
2915,81879.625
2916,79518.59
2917,163131.88
2918,121618.47
2919,213926.95
